,05/28/2021,"96,85","97,82",Si,"98,95","1,16%","92,53","-5,41%",,"93,77","-4,14%","-0,64%",Si,13462640,Si,"24,17%",-47%,-36%,"0,00",0,"-2,81%",0
,05/27/2021,"89,26","90,15",Si,"97,5","8,15%","87,59","-2,84%",,"97,47","8,12%","-0,50%",Si,19850310,Si,"83,09%",275%,29%,"0,00",1,"-2,81%",0
,05/26/2021,"89,95","90,85",Si,95,"4,57%","88,75","-2,31%",,"89,71","-1,25%","0,71%",Si,17543520,Si,"61,81%",110%,42%,"1,00",0,"-1,25%",0
,05/25/2021,90,"90,90",Si,"90,11","-0,87%","85,51","-5,93%",,"89,32","-1,74%","0,86%",No,14314600,Si,"32,03%",-140%,-49%,"0,00",0,"-2,81%",0
,05/24/2021,"82,6","83,43",Si,"89,64","7,45%","82,5","-1,11%",,"89,23","6,96%","0,12%",Si,23117660,Si,"113,22%",243%,72%,"1,00",1,"4,84%",1
,05/21/2021,"77,48","78,25",Si,"84,68","8,21%","77,31","-1,21%",,"82,5","5,42%","1,51%",No,31672580,Si,"192,13%",278%,70%,"1,00",1,"4,84%",1
,05/20/2021,"75,72","76,48",Si,"76,91","0,57%","73,01","-4,53%",,"76,33","-0,19%","0,66%",No,10951050,Si,"1,01%",-74%,-14%,"0,00",0,"-2,81%",0
,05/19/2021,"70,33","71,03",Si,"76,27","7,37%","70,33","-0,99%",0,"75,22","5,89%","-6,21%",Si,10886320,Si,"0,41%",240%,75%,"1,00",1,"4,84%",1
,05/18/2021,"76,7","77,47",Si,"77,59","0,16%","73,48","-5,15%",,"74,99","-3,20%","-0,30%",No,11688160,Si,"7,81%",-93%,-29%,"0,00",0,"-2,81%",0
,05/17/2021,"70,95","71,66",Si,"76,97","7,41%","70,91","-1,05%",,"76,93","7,35%","0,00%",Si,16779370,Si,"54,76%",241%,74%,"1,00",1,"4,84%",1
,05/14/2021,"71,2","71,91",Si,"73,43","2,11%","69,25","-3,70%",,"70,95","-1,34%","2,18%",No,7676329,Si,"-29,20%",-3%,7%,"0,00",0,"-2,81%",0
,05/13/2021,"75,15","75,90",Si,"75,15","-0,99%","67,51","-11,06%",,"69,68","-8,20%","-0,50%",No,17769540,Si,"63,90%",-146%,-177%,"0,00",0,"-2,81%",0
,05/12/2021,"74,21","74,95",Si,76,"1,40%","71,09","-5,15%",,"75,53","0,77%","-4,43%",Si,20823950,Si,"92,07%",-36%,-29%,"0,00",0,"-2,81%",0
,05/11/2021,"64,88","65,53",Si,"77,79","18,71%","64,7","-1,26%",0,"77,65","18,50%","1,37%",No,30994970,Si,"185,88%",762%,68%,"1,00",1,"4,84%",1
,05/10/2021,"68,84","69,53",Si,"69,29","-0,34%",64,"-7,95%",,64,"-7,95%","1,38%",No,8124100,Si,"-25,07%",-116%,-99%,"0,00",0,"-2,81%",0
,05/07/2021,"67,01","67,68",Si,"68,48","1,18%","66,2","-2,19%",,"67,9","0,32%","3,00%",No,4808164,No,"-55,65%",-46%,45%,"1,00",0,"0,32%",1
,05/06/2021,"66,5","67,17",Si,67,"-0,25%","63,83","-4,97%",,"65,06","-3,13%","-0,14%",No,6004217,Si,"-44,62%",-111%,-24%,"0,00",0,"-2,81%",0
,05/05/2021,"70,6","71,31",Si,"70,88","-0,60%","66,46","-6,80%",,"66,59","-6,61%","1,41%",No,3206389,No,"-70,43%",-128%,-70%,"0,00",0,"-2,81%",0
,05/04/2021,71,"71,71",Si,"71,69","-0,03%","67,66","-5,65%",,"69,62","-2,91%","-0,11%",No,5379943,Si,"-50,38%",-101%,-42%,"0,00",0,"-2,81%",0
,05/03/2021,"74,86","75,61",Si,"75,1","-0,67%","70,61","-6,61%",,"71,08","-5,99%","0,42%",No,3212165,No,"-70,37%",-131%,-66%,"0,00",0,"-2,81%",0
,04/30/2021,"74,81","75,56",Si,"76,99","1,90%","73,91","-2,18%",,"74,55","-1,33%","-1,72%",Si,2420156,No,"-77,68%",-13%,45%,"1,00",0,"-1,33%",0
,04/29/2021,"76,71","77,48",Si,"77,6","0,16%","72,83","-6,00%",,"76,12","-1,75%","1,41%",No,4374927,No,"-59,65%",-93%,-50%,"0,00",0,"-2,81%",0
,04/28/2021,"74,77","75,52",Si,"76,93","1,87%","73,64","-2,49%",,"75,64","0,16%","0,56%",Si,3084329,No,"-71,55%",-14%,38%,"1,00",0,"0,16%",1
,04/27/2021,"74,77","75,52",Si,"75,37","-0,20%","72,33","-4,22%",,"74,35","-1,55%","-0,17%",No,3200608,No,"-70,48%",-109%,-6%,"0,00",0,"-2,81%",0
,04/26/2021,72,"72,72",Si,"75,92","4,40%","71,31","-1,94%",0,"74,9","3,00%","0,31%",Si,4192712,No,"-61,33%",103%,51%,"1,00",0,"3,00%",1
,04/23/2021,"70,04","70,74",Si,"72,38","2,32%","69,59","-1,63%",,"71,78","1,47%","0,27%",Si,2732795,No,"-74,79%",7%,59%,"1,00",0,"1,47%",1
,04/22/2021,"71,5","72,22",Si,"73,79","2,18%","69,1","-4,31%",,"69,85","-3,27%","-0,36%",Si,3372234,No,"-68,90%",0%,-8%,"0,00",0,"-2,81%",0
,04/21/2021,"68,81","69,50",Si,"71,99","3,59%","67,6","-2,73%",,"71,76","3,25%","-0,62%",Si,4525000,No,"-58,26%",65%,32%,"1,00",0,"3,25%",1
,04/20/2021,"71,5","72,22",Si,"71,74","-0,66%","67,3","-6,81%",,"69,24","-4,12%","-0,69%",No,8393632,Si,"-22,58%",-130%,-71%,"0,00",0,"-2,81%",0
,04/19/2021,"75,87","76,63",Si,"78,3","2,18%","71,43","-6,78%",,72,"-6,04%","0,03%",Si,6637738,Si,"-38,78%",0%,-70%,"0,00",0,"-2,81%",0
,04/16/2021,78,"78,78",Si,"79,36","0,74%","75,12","-4,65%",,"75,85","-3,72%","-2,08%",No,5156233,Si,"-52,44%",-66%,-16%,"0,00",0,"-2,81%",0
,04/15/2021,"75,5","76,26",Si,"80,75","5,89%","74,56","-2,22%",,"79,66","4,47%","0,20%",Si,8841136,Si,"-18,45%",171%,44%,"1,00",1,"4,84%",1
,04/14/2021,"79,11","79,90",Si,"80,57","0,84%","74,05","-7,32%",,"75,35","-5,70%","-3,58%",No,14785810,Si,"36,38%",-61%,-84%,"0,00",0,"-2,81%",0
,04/13/2021,"74,69","75,44",Si,"83,41","10,57%","73,51","-2,55%",,"82,05","8,77%","-0,41%",Si,17893720,Si,"65,04%",387%,36%,"1,00",1,"4,84%",1
,04/12/2021,"71,82","72,54",Si,77,"6,15%","71,51","-1,42%",,75,"3,39%","-0,01%",Si,8004144,Si,"-26,17%",183%,64%,"1,00",1,"4,84%",1
,04/09/2021,"70,5","71,21",Si,"74,99","5,32%","70,21","-1,40%",,"71,83","0,88%","-0,37%",Si,9245505,Si,"-14,72%",145%,65%,"1,00",1,"4,84%",1
,04/08/2021,"69,47","70,16",Si,"71,49","1,89%","68,84","-1,89%",,"70,76","0,85%","1,08%",No,4243968,No,"-60,86%",-13%,53%,"1,00",0,"0,85%",1
,04/07/2021,"70,7","71,41",Si,"71,14","-0,37%","67,88","-4,94%",,"68,73","-3,75%","-0,87%",No,4424785,No,"-59,19%",-117%,-24%,"0,00",0,"-2,81%",0
,04/06/2021,"71,24","71,95",Si,"72,39","0,61%","70,76","-1,66%",,"71,32","-0,88%","0,68%",No,3915520,No,"-63,89%",-72%,58%,"1,00",0,"-0,88%",0
,04/05/2021,"70,14","70,84",Si,"72,86","2,85%","68,56","-3,22%",,"70,76","-0,11%","4,16%",No,8609492,Si,"-20,59%",31%,19%,"0,00",0,"-2,81%",0
,04/01/2021,"66,8","67,47",Si,"69,67","3,26%","65,9","-2,32%",,"67,34","-0,19%","3,04%",No,4063114,No,"-62,52%",50%,42%,"1,00",0,"-0,19%",0
,03/31/2021,"65,5","66,16",Si,"67,19","1,56%","64,57","-2,40%",,"64,83","-2,00%","0,51%",Si,4094917,No,"-62,23%",-28%,40%,"1,00",0,"-2,00%",0
,03/30/2021,"66,98","67,65",Si,"66,99","-0,98%","64,48","-4,69%","-0,88%","65,17","-3,67%","-0,07%",No,3394512,No,"-68,69%",-145%,-17%,"0,00",0,"-2,81%",0
,03/29/2021,69,"69,69",Si,"69,09","-0,86%","66,51","-4,56%",,"67,03","-3,82%","-2,78%",No,4351600,No,"-59,86%",-140%,-14%,"0,00",0,"-2,81%",0
,03/26/2021,"67,89","68,57",Si,"71,2","3,84%","64,77","-5,54%","-1,73%","70,97","3,50%","0,06%",Si,4531240,No,"-58,21%",77%,-39%,"0,00",0,"-2,81%",0
,03/25/2021,"62,01","62,63",Si,"69,85","11,53%","60,69","-3,10%",,"67,85","8,33%","-3,86%",Si,6283000,Si,"-42,05%",431%,22%,"0,00",1,"-2,81%",0
,03/24/2021,"69,97","70,67",Si,70,"-0,95%","64,01","-9,42%",,"64,5","-8,73%","2,90%",No,5459952,Si,"-49,64%",-144%,-136%,"0,00",0,"-2,81%",0
,03/23/2021,"70,1","70,80",Si,"71,75","1,34%","67,63","-4,48%",,68,"-3,96%","0,14%",Si,4456034,No,"-58,90%",-38%,-12%,"0,00",0,"-2,81%",0
,03/22/2021,"71,81","72,53",Si,"72,49","-0,05%","69,54","-4,12%",,70,"-3,49%","1,86%",No,4238528,No,"-60,91%",-102%,-3%,"0,00",0,"-2,81%",0
,03/19/2021,"69,47","70,16",Si,"72,7","3,61%","68,08","-2,97%",0,"70,5","0,48%","3,22%",No,6776471,Si,"-37,50%",66%,26%,"0,00",0,"-2,81%",0
,03/18/2021,76,"76,76",Si,77,"0,31%","66,8","-12,98%",,"67,3","-12,32%","-1,03%",No,9702962,Si,"-10,51%",-86%,-225%,"0,00",0,"-2,81%",0
,03/17/2021,"76,03","76,79",Si,"79,1","3,01%","74,89","-2,47%",0,"76,79","0,00%","-1,26%",Si,10054150,Si,"-7,27%",39%,38%,"1,00",0,"0,00%",0
,03/16/2021,"73,73","74,47",Si,78,"4,74%","73,18","-1,73%",,77,"3,40%","2,19%",No,30274440,Si,"179,24%",118%,57%,"1,00",0,"3,40%",1
,03/15/2021,"70,02","70,72",Si,"74,06","4,72%","66,25","-6,32%",,"72,15","2,02%","0,46%",Si,19607070,Si,"80,85%",118%,-58%,"0,00",0,"-2,81%",0
,03/12/2021,"72,47","73,19",Si,"72,96","-0,32%","69,11","-5,58%",,"69,7","-4,77%","-1,94%",No,19714720,Si,"81,84%",-115%,-40%,"0,00",0,"-2,81%",0
,03/11/2021,"74,93","75,68",Si,"77,78","2,78%","70,13","-7,33%",,"73,9","-2,35%","7,81%",No,59629260,Si,"449,99%",28%,-84%,"0,00",0,"-2,81%",0
,03/10/2021,"64,5","65,15",Si,"74,83","14,87%","60,5","-7,13%",,"69,5","6,69%",#DIV/0!,#DIV/0!,97069340,Si,"795,32%",585%,-79%,"0,00",1,"-2,81%",0
,,,,,,"2,17%",,"-3,99%",,,,,,"10841912,85",,,,,,,,
,,,,,Cantidad de veces que el Low excedió el stop lost,,,,4,,,,,,,,,,,,,
,,,,,Cantidad de operaciones,,,,198,,,,,,"0,50%","78,35%",Ganadoras,,,,,
,,,,,Rateo de veces que sucede,,,,"2,02%",,,,,,,"21,65%",Perdedoras,,,,,
,Desvio Estandard,,,,% que excede el SL,,,,"-7,10%",,,,,,,"100,05%",Rdo Final,,,,,
,"1,02%",,,,Promedio de exceso,,,,"-1,77%",,,,,,,,,,,,,
,"5,29%",,,,,,,,,,,,,,"0,90%","79,33%",Ganadoras,,,,,
,"4,40%",,,,,,,,,,,,,,,"20,67%",Perdedoras,,,,,
,"2,16%",,,,,,,,,,,,,,,"67,28%",Rdo Final,,,,,
,"4,68%",,,,,,,,,,,,,,,,,,,,,
,"7,43%",,,,,,,,,,,,,,"1,00%","77,78%",Ganadoras,,,,,
,"3,99%",,,,,,,,,,,,,,,"22,22%",Perdedoras,,,,,
,"1,69%",,,,,,,,,,,,,,,"58,29%",Rdo Final,,,,,
,"2,44%",,,,,,,,,,,,,,,,,,,,,
,"3,24%",,,,,,,,,,,,,,"1,10%","78,02%",Ganadoras,,,,,
,"2,45%",,,,,,,,,,,,,,,"21,98%",Perdedoras,,,,,
,"3,54%",,,,,,,,,,,,,,,"45,30%",Rdo Final,,,,,
,"2,24%",,,,,,,,,,,,,,,,,,,,,
,"5,56%",,,,,,,,,,,,,,"1,50%","72,93%",Ganadoras,,,,,
,"1,16%",,,,,,,,,,,,,,,"27,07%",Perdedoras,,,,,
,"8,15%",,,,,,,,,,,,,,,"13,58%",Rdo Final,,,,,
,"4,57%",,,,,,,,,,,,,,,,,,,,,
,"7,45%",,,,,,,,,,,,,,,,,,,,,
,"7,37%",,,,,,,,,,,,,,,,,,,,,
,"7,41%",,,,,,,,,,,,,,,,,,,,,
,"1,40%",,,,,,,,,,,,,,,,,,,,,
,"2,18%",,,,,,,,,,,,,,,,,,,,,
,"5,89%",,,,,,,,,,,,,,,,,,,,,
,"10,57%",,,,,,,,,,,,,,,,,,,,,
,"6,15%",,,,,,,,,,,,,,,,,,,,,
,"5,32%",,,,,,,,,,,,,,,,,,,,,
,"11,53%",,,,,,,,,,,,,,,,,,,,,
,"3,01%",,,,,,,,,,,,,,,,,,,,,
,"4,72%",,,,,,,,,,,,,,,,,,,,,
